eid,cid,et,tp,id
"3728683367966","8107243518303",,"22408.20","10/06/2023"
"3820390121324","3918776990187","Bodily Injury","26126.87","09/06/2023"
"368174346370","4912689799115","Property","5038.13","11/06/2023"
"7278716639079","5069548056276","Bodily Injury","14620.02","10/06/2023"
"7699362438417","4133615639247","Vehicle","7860.71","09/06/2023"
"4953804879021","6424023088113","Vehicle","38183.59","11/06/2023"
,"5824918612154","Vehicle","20783.53","10/06/2023"
"362355372209","4827895761676","Bodily Injury","9493.60","09/06/2023"
"6992259923805","6824696254815","Bodily Injury","27639.60","11/06/2023"
"7320024260175","8395258116067","Property","28350.84","11/06/2023"
"2983915682499","3532426602711","Vehicle","36505.77","10/06/2023"
"5720202524377","118149323243","Bodily Injury","18507.94","09/06/2023"
"1338955021269","5558557188584","Bodily Injury","34278.26","10/06/2023"
,"3678897816929",,"1370.85","10/06/2023"
"9225102517002","8888519793593",,"24771.19","10/06/2023"
"7268606212187","6855413320730","Property",,"09/06/2023"
"2598232698406","4977446814870","Bodily Injury","17857.55","11/06/2023"
"646398219742","4088876696552","Property","35667.15","09/06/2023"
"5bb984ec-573b-4dd6-b02e-d28d5a5a63ca","4546879082554","Bodily Injury","4016.65","09/06/2023"
"6822188306762","3614395915699","Bodily Injury","30336.98","11/06/2023"
,"3380419241088","Bodily Injury","49731.03","09/06/2023"
"6238766088601","5665659656504","Bodily Injury","15867.61","11/06/2023"
"5187234155295","4155482183754","Vehicle","16594.16","11/06/2023"
"5527536886699","6861955476692","Property","261.81","09/06/2023"
"7192873300580","7015609634868","Bodily Injury","14753.17","09/06/2023"
"8252294686512","2275902265717","Vehicle","31644.48","10/06/2023"
,"3118631667243",,"21456.75","09/06/2023"
"8751739040973","6349095874469","Vehicle","47979.51","09/06/2023"
"655649970155","5071754377315","Vehicle","18107.62","09/06/2023"
"9144134094199","2732568092106","Bodily Injury","39267.69","11/06/2023"
"9208946463016","431351761009","Bodily Injury","40284.00","11/06/2023"
"6897568990170","6182325151392","Vehicle","5364.63","09/06/2023"
"3789918733595","100747805575","Bodily Injury","8990.57","11/06/2023"
"2956214073774","2883321729101","Property","5834.40","11/06/2023"
"2810111248055","4594441627105","Bodily Injury","29848.03","10/06/2023"
"3003978515706","121441989663","Property","18383.33","11/06/2023"
"1305240364845","5946002541304","Bodily Injury","8027.02","10/06/2023"
"4155923532370","5927807540975","Property","8645.24","10/06/2023"
"8185116963349","6368565143059","Bodily Injury","49747.65","11/06/2023"
"8171148147121","836507837385","Property","6389.69","11/06/2023"
"1727219953743","4712947884169",,"13485.36","09/06/2023"
"1448585954910","4701244859492","Vehicle","4490.43","11/06/2023"
"2483800125040","1954273435666","Property","1543.73","10/06/2023"
"5577117931737","6798513159657","Vehicle","31548.61","09/06/2023"
"606768051075","1435112567191","Bodily Injury","6611.43","10/06/2023"
"2124572077308","4875782939022","Property","23791.96","10/06/2023"
"3073906306919","363210081944","Property","17945.18","09/06/2023"
"8068859183294","7590229478560","Property","3743.25",
"1385744406162","6677256705020","Vehicle","39074.06","10/06/2023"
"2093630737202","9528956749664",,"31135.41","10/06/2023"
"9249157719112","1587831863408","Bodily Injury","35227.58","09/06/2023"
"1643068471217","9981528866069","Property","27201.27","09/06/2023"
,"3809542015914","Vehicle","31270.23","11/06/2023"
"6953026447035","6363766071963","Vehicle","41068.23","11/06/2023"
"6975508761101","742956959882","Property","5485.66","10/06/2023"
"7816974347269","590240958796","Property","30478.25","10/06/2023"
"5294824446367","2964946848991","Vehicle","10404.17","11/06/2023"
"9489991721524","8327747605466","Bodily Injury","46553.77","11/06/2023"
"8990438231211","5114257940295","Bodily Injury",,"11/06/2023"
"4620549522980","8539337126088","Vehicle",,"11/06/2023"
"2902216112914","1918729072240","Bodily Injury","15341.45","11/06/2023"
"8064744584156","4588901971581","Bodily Injury","8667.88","09/06/2023"
"5231729945647","2563773905315","Property","16810.63","11/06/2023"
"5036393046498","5786205088340",,"32748.86","10/06/2023"
"621160271271","2496906371511","Vehicle","24159.73","11/06/2023"
"6240933688979","1201521670303",,"4267.70","10/06/2023"
"3661566808901","5771728226669","Bodily Injury","3275.89","11/06/2023"
"4178747223209","2310346816043","Vehicle","20995.33","11/06/2023"
"5912270784596","3931796906151","Vehicle","6411.41","09/06/2023"
"2202140959212","8301946040640","Vehicle","10310.81","09/06/2023"
"7910193776275","4664120803262","Bodily Injury","14120.04","10/06/2023"
"9327741759026","7988458193589","Vehicle",,"10/06/2023"
"6692708723759","2959922041817","Property","16469.28","11/06/2023"
"427292801094","9420821039936","Vehicle","49879.86","11/06/2023"
"7421798717327","6088233359746","Property","38545.83","09/06/2023"
"3994513105154","5495905414923","Vehicle","25360.05","11/06/2023"
"3075507892107","6593753182425","Vehicle",,"11/06/2023"
"6683893270323","2922115483378","Bodily Injury","14675.59","11/06/2023"
"4010925902459","8669933891728","Vehicle","4129.19","10/06/2023"
,"1868501705792","Bodily Injury","15249.60","11/06/2023"
"6183328125215","6495603676970","Property","741.76","11/06/2023"
"4979128861472","2632592326937","Property","17952.71","10/06/2023"
"7627797208431","2963843717444","Vehicle","46786.87","10/06/2023"
"7755789723774","2493786712345","Vehicle","1290.60","11/06/2023"
"6276759910056","8379683121687","Vehicle","37962.86","10/06/2023"
"8944563244916","9765901478432",,"39188.34","11/06/2023"
"1287773825316","7187830367228","Vehicle","17555.62","11/06/2023"
"4102026050611","9570881464693","Vehicle","24717.92","09/06/2023"
,"9256801490103","Vehicle","14269.88","11/06/2023"
"656440339720","6390249309416","Property","44949.26","10/06/2023"
"9446233263612","5445873340994","Bodily Injury","17049.08",
"5346856869190","5207930167492","Vehicle","24734.85","11/06/2023"
"7748837928538","5373846793522","Bodily Injury","22575.07","11/06/2023"
"763847990344","274086394488","Vehicle","45766.35","11/06/2023"
"7449335354899","2469034856343","Vehicle","20014.53","10/06/2023"
"7007336407984","584594832377","Vehicle","49437.97","11/06/2023"
"5963490079036","4013501359438","Vehicle","15749.06","10/06/2023"
"845067907455","4474131849620","Vehicle","21168.69","11/06/2023"
"2754624211428","2555683710886","Vehicle","43105.89",
"1492645354597","5708943640984",,,"09/06/2023"
"6488531183420","6375082004792","Vehicle","38072.18","09/06/2023"
"537278223855","1560135883160","Property","726.52","10/06/2023"
"4336217701571","8474711776839","Property","13929.75","10/06/2023"
"9840937709702","2003946072469","Property",,"11/06/2023"
"8770998356999","8543371937767","Vehicle","18416.39","11/06/2023"
,"1751405583763","Bodily Injury","35312.85","09/06/2023"
"1093577258792","4164197500526","Vehicle","20318.51","10/06/2023"
"5620662966980","8983963449142",,"40132.39","10/06/2023"
"5775920359358","1966572416271","Property","25939.62","10/06/2023"
"9671690699633","9090518856646","Vehicle","44331.70","11/06/2023"
"8543631203161","8832909781717","Property","38344.94","10/06/2023"
"7957925841577","6807358826872",,"37965.33","11/06/2023"
"1047114137929","4294448126653","Vehicle","9752.92","10/06/2023"
"1401487665627","752866572148","Property","14985.11","10/06/2023"
"7133102088897","5607690179876","Bodily Injury","28151.59","11/06/2023"
"4408065344696","689146999599","Bodily Injury","48833.80","09/06/2023"
"3870569776737","8078822552787","Property","13672.18","11/06/2023"
"6238805996865","881782183165","Bodily Injury","1155.39","11/06/2023"
,"4282407436452","Vehicle","42914.97","09/06/2023"
"7228846631100","2912621598300","Bodily Injury","27517.07","11/06/2023"
"4764177842043","8027686682282","Vehicle","42735.48","09/06/2023"
,"4704217162600","Vehicle","42626.96","09/06/2023"
"607491627575","2906288137718","Property","11549.21","11/06/2023"
"551014186555","802919208531","Property","18124.22","10/06/2023"
"5486027522142","3184948310397","Vehicle","27775.11","11/06/2023"
"195127658853","274086394488","Bodily Injury","10158.85","11/06/2023"
"1413664542034","1387691557968","Vehicle","45540.47","10/06/2023"
"3683877471177","2777184556109","Vehicle","45701.66","09/06/2023"
"3920188188342","3307294299323","Vehicle","25858.31","11/06/2023"
"2801426383231","6627087986879","Bodily Injury","4664.44","10/06/2023"
"4524886983983","5349961245335","Bodily Injury","36256.47","10/06/2023"
"1803478835171","8432095715375","Bodily Injury","39165.95","11/06/2023"
"1486030145307","8031664339487","Property",,
"8841587610537","9612384844630",,"15736.48","11/06/2023"
"3962040381655","4293651392047","Property","14809.71","09/06/2023"
"2173050205463","9296712835970","Vehicle","19095.44","10/06/2023"
"3803629198186","7286986582774","Vehicle","34026.40","10/06/2023"
,"1742013967457","Vehicle","42550.45","09/06/2023"
"1863052687404","3024393637104","Property","30594.60","09/06/2023"
"143901730295","5013875705523","Bodily Injury","24094.69","11/06/2023"
"4365705465653","2034775402300","Vehicle","7576.29","10/06/2023"
"4806715160100","6443315249446","Bodily Injury","15817.59","11/06/2023"
"1388719067319","2081527531718","Vehicle","32623.84","10/06/2023"
"3088193583160","3391309231803",,"36478.51","09/06/2023"
"4206610948705","5343118582734","Bodily Injury","8771.36","10/06/2023"
"331513825632","1239660526253","Bodily Injury","1309.25","10/06/2023"
"8910863917916","8367107613038","Property",,"09/06/2023"
,"5963753471041","Vehicle","34324.97","10/06/2023"
"998432978442","2666822387950","Vehicle","16416.92","09/06/2023"
"4561799377308","9759482172360","Property","41249.72","09/06/2023"
"3577193134795","995085186418","Bodily Injury","5622.25","11/06/2023"
"1305066792628","6203476504692","Property","5019.59","10/06/2023"
"9043804528112","9448872646293","Bodily Injury","15084.57","09/06/2023"
"7679518321293","7807583512733","Incorrect","43311.17","10/06/2023"
"1834862526838","9426779226035","Property","47859.47","10/06/2023"
"9981592176222","9223909805320","Bodily Injury","38970.19","10/06/2023"
"6495188883501","2906288137718","Property","8189.42","10/06/2023"
"5521137677283","9091754236768","Property","45567.02",
"5569111701392","9615508011295","Bodily Injury","40732.66","09/06/2023"
"1509889196838","9929094067423","Property","1651.90","09/06/2023"
"9416439168479","6201524111609",,"23682.32","10/06/2023"
"527839791331","9571598707173","Property","29820.58","10/06/2023"
"985495707181","1543861174379","Vehicle","33720.14","10/06/2023"
"4701683786316","7854483733837","Vehicle","40516.07","10/06/2023"
"7075163122492","8087092489782","Property","41611.09","09/06/2023"
"925665638371","3444604673809","Vehicle","11763.42","10/06/2023"
"3664520530553","1741214735315","Vehicle","6655.91","11/06/2023"
"6935614353044","991910556527","Vehicle","38752.58","10/06/2023"
"3873665009081","9855563765260","Vehicle","26524.81","10/06/2023"
"8430961489816","6445539946266","Bodily Injury","40970.00",
"4408270868665","9441755557637","Bodily Injury","6002.08","09/06/2023"
"5815752605772","9586005674857","Bodily Injury","37657.31","09/06/2023"
"2050767258415","6737802003365",,"36446.33","11/06/2023"
"9928616671911","1917875104636","Bodily Injury","16957.91","09/06/2023"
"918817834461","8556680064934","Bodily Injury","32528.81","09/06/2023"
"688901152960","5315030745080","Property","13598.29","09/06/2023"
"5491031767385","2569771462877","Property","17550.82","11/06/2023"
"4796114386521","4469143330407","Property","7865.44","09/06/2023"
"1848536652848","785802078751",,"30451.95","11/06/2023"
"2986854503704","2504210858482","Bodily Injury","27781.07","09/06/2023"
"6851265813228","8846324797886","Bodily Injury","43743.86","10/06/2023"
"7441666596597","1756532630292","Vehicle","48163.64","09/06/2023"
"6349646902540","1222131056396","Vehicle","20467.82","10/06/2023"
"645288443415","2414872530324","Vehicle","3053.24","09/06/2023"
"637171684244","3412354809821","Property","3110.17","09/06/2023"
"5221883522483","2354740733482","Property","30907.90","10/06/2023"
"7351609042307","9674431606430","Property","42158.75","11/06/2023"
"6551683098895","7711963291098","Property","48862.50","10/06/2023"
"1324864352690","1615977927018","Property","26565.28","11/06/2023"
"4205613103463","6314119384010","Bodily Injury","2177.83","09/06/2023"
"9020012711416","8592279550549","Bodily Injury","12907.82","10/06/2023"
,"2948126502582","Property","11416.00","10/06/2023"
"5040314785863","1778521995523",,"49702.85","09/06/2023"
"8721287209591","9110320768927","Vehicle","7899.87","11/06/2023"
"5872667102734","9627966961269","Property","40604.23","09/06/2023"
"3904414773265","1039155373057","Vehicle","16857.59","10/06/2023"
"2915676164489","346534438036","Vehicle","15835.84","10/06/2023"
"3113118820717","3814065663608","Property","38602.33","10/06/2023"
"6540302890931","2752793333395","Property","42921.49","09/06/2023"
"9228385697833","8008048286935","Bodily Injury","33085.20","10/06/2023"
"3695566456024","8212479908650","Property","22144.99","09/06/2023"
"9994874405463","8069334051395","Vehicle","8234.24","10/06/2023"
"6845953661684","1972401780515","Vehicle","14851.35","09/06/2023"
"9073795172119","4795137863497","Vehicle","28280.12","09/06/2023"
"4981675509439","9669054661754","Bodily Injury","42032.32","10/06/2023"
"6699116479632","8495117853295","Bodily Injury","3761.21","09/06/2023"
"2349916221742","9707450515390","Property","29197.57","11/06/2023"
"1523868944808","8702047110109","Vehicle","16974.83","11/06/2023"
"6955280242252","7895337253369","Bodily Injury","27253.78","10/06/2023"
"1523868944808","7187830367228","Vehicle","43253.71","09/06/2023"
"7741608363406","2343080451014","Property","12752.73","11/06/2023"
"8257855921293","6515415271290","Bodily Injury","2497.40","10/06/2023"
"3035263641312","8824908543365","Property","15651.80","11/06/2023"
"3601594427492","5816484461815","Bodily Injury","38765.97","09/06/2023"
"4293552230264","5088640558824","Property","15469.38","11/06/2023"
"9897082055350","9054002070229","Property","40519.28","11/06/2023"
"7201485451279","2465048939707","Bodily Injury","28804.58","11/06/2023"
"7759265805130","3615206020839","Bodily Injury","47622.23","11/06/2023"
"7562344147361","3568044774240","Bodily Injury","15545.62","09/06/2023"
"4228486675738","7010367669204","Bodily Injury","44275.09","09/06/2023"
"7321908055714","6729272994458","Vehicle","47323.53","10/06/2023"
